date,month,weekday,entry_hour,return,ticker,entry_time,entry_price,exit_time,exit_price,price_max_ratio,vol_max_ratio,if_price_max,if_vol_max,zero_vol_mins_count,if_vol_count_zero,if_curr_higher_one,if_curr_higher_open,if_curr_not_too_high,if_curr_not_too_high_90_days,if_entry_after_3pm,if_entry_before_10am
2022-04-04,2022-04,0,12,-0.10010010010009797,IFIN,12:42:00,9.99,15:59:00,9.98,99.8,101.21,0,1,191.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,12,-1.0,UBOH,12:47:00,35.2,13:13:00,34.848,99.44,71.64,0,0,186.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,9,-1.0,SPWR,09:45:00,23.38,09:54:00,23.1462,103.64,70.39,1,0,0.0,1,1,1,1,1,0,1
2022-04-04,2022-04,0,11,-1.0,SLDP,11:03:00,9.775,11:08:00,9.67725,99.19,76.26,0,0,2.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,14,-1.0,GOL,14:54:00,7.86,15:45:00,7.7814,100.13,107.88,1,1,31.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,11,-1.0,VRTV,11:02:00,139.17,12:57:00,137.77829999999997,97.56,70.99,0,0,64.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,9,-1.0,ATEC,09:39:00,13.13,09:42:00,12.9987,98.88,75.89,0,0,0.0,1,1,1,1,1,0,1
2022-04-04,2022-04,0,9,-1.0,HDB,09:40:00,69.45,10:07:00,68.7555,96.3,70.57,0,0,0.0,1,1,1,1,1,0,1
2022-04-04,2022-04,0,9,3.0,PERI,09:42:00,25.05,10:14:00,25.8015,103.37,88.98,1,0,0.0,1,1,1,1,1,0,1
2022-04-04,2022-04,0,10,0.2028397565923058,LCW,10:52:00,9.86,15:59:00,9.88,96.86,74.98,0,0,71.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,10,-1.0,ENSG,10:17:00,90.66,12:22:00,89.7534,96.41,70.32,0,0,3.0,0,1,0,1,1,0,0
2022-04-04,2022-04,0,11,1.9914651493598816,BSM,11:42:00,14.06,15:59:00,14.34,100.64,95.33,1,0,27.0,0,1,1,1,1,0,0
2022-04-04,2022-04,0,9,-1.0,TELL,09:40:00,6.18,09:42:00,6.1182,95.18,71.91,0,0,0.0,1,1,0,1,1,0,1
2022-04-04,2022-04,0,10,-1.0,APTO,10:23:00,1.5151,10:27:00,1.499949,98.7,76.55,0,0,17.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,9,0.0,SST,09:34:00,19.9869,09:36:00,19.9869,111.59,114.86,1,1,0.0,1,1,1,1,1,0,1
2022-04-05,2022-04,1,13,0.0,ADMA,13:24:00,2.07,14:31:00,2.07,99.63,70.93,0,0,2.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,15,0.0,PSPC,15:01:00,9.71,15:59:00,9.71,98.38,71.84,0,0,327.0,0,1,1,1,1,1,0
2022-04-05,2022-04,1,15,3.0,BBAI,15:40:00,10.03,15:43:00,10.3309,96.1,73.92,0,0,53.0,0,1,1,1,1,1,0
2022-04-05,2022-04,1,9,-1.0,RCM,09:50:00,26.505,10:05:00,26.23995,95.74,76.89,0,0,6.0,0,1,1,1,1,0,1
2022-04-05,2022-04,1,9,0.0,PRPH,09:52:00,7.9991,10:30:00,7.9991,96.97,71.99,0,0,11.0,0,1,0,1,1,0,1
2022-04-05,2022-04,1,10,3.0,CLEU,10:28:00,1.5999,10:33:00,1.6478970000000002,97.01,71.13,0,0,14.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,9,3.0,ASRT,09:45:00,3.2631,09:49:00,3.360993,102.19,72.16,1,0,0.0,1,1,1,1,1,0,1
2022-04-05,2022-04,1,10,-1.0,EP,10:07:00,21.4413,10:42:00,21.226887,104.59,71.13,1,0,24.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,10,-1.0,ASC,10:47:00,4.66,11:39:00,4.6134,99.15,70.05,0,0,33.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,13,-1.0,ENLV,13:51:00,7.44,13:52:00,7.3656000000000015,109.41,70.19,1,0,188.0,0,1,1,0,1,0,0
2022-04-05,2022-04,1,12,-1.0,MGPI,12:24:00,92.05,13:47:00,91.1295,101.45,71.76,1,0,99.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,14,-0.9112111044641532,WTM,14:32:00,1153.41,15:59:00,1142.9,99.9,77.32,0,0,287.0,0,1,1,1,1,0,0
2022-04-05,2022-04,1,9,0.0,TEVA,09:40:00,10.245,09:54:00,10.245,103.73,73.18,1,0,0.0,1,1,1,1,1,0,1
2022-04-05,2022-04,1,9,0.0,NCLH,09:43:00,23.090999999999998,09:57:00,23.090999999999998,96.65,72.02,0,0,0.0,1,1,1,1,1,0,1
2022-04-05,2022-04,1,15,,KSPN,15:11:00,10.45,15:12:00,,97.48,308.39,0,1,196.0,0,1,1,0,1,1,0
2022-04-05,2022-04,1,15,-1.0,HLMN,15:24:00,12.045,15:48:00,11.92455,97.62,81.01,0,0,54.0,0,1,0,1,1,1,0
