,symbol,date,time,symbol_date,order,weekday,after_3_pm,high_current_or_close_check,nine_days_close_check,if_exceed_previous_high,moving_volume,previous_volume_max,volume_ratio,entry_price,previous_high,open_price,open_ratio,amount,if_larger_20m,close,close_ratio,next_1_day_close,next_1_day_close_ratio,next_2_days_close,next_2_days_close_ratio,next_1_week_close,next_1_week_close_ratio,same_day_high,same_day_high_ratio,if_current_to_open_too_high
231,VIAC,2020/11/20,,VIAC2020/11/20,,5,1,1,1,0,7476711,3094560,2.416082092,33.99,33.58,33.4,1.766467066,254133406.9,1,,,34.62,1.85348632,34.51,1.529861724,35.28,3.795233892,,,0
232,CARS,2020/11/20,,CARS2020/11/20,,5,1,1,1,1,4313593,1247095,3.458912914,10.6226,10.49,10.06,5.592445328,45821573,1,,,11.4,7.31835897,11.21,5.529719654,11.17,5.153164009,,,0
233,ATUS,2020/11/23,,ATUS2020/11/23,0,1,0,,1,0,3196066,2396882,1.33342651,35.1,32.35,34.545,1.606600087,112181916.6,1,35.03,-0.199430199,34.58,-1.481481481,34.37,-2.07977208,33.92,-3.361823362,35.39,0.826210826,0
234,SDGR,2020/11/23,,SDGR2020/11/23,1,1,0,,1,1,481145,368152,1.306919425,65.8601,62.95,64.83,1.58892488,31688257.81,1,67.65,2.717730462,66.18,0.485726563,63.6,-3.431668036,69.58,5.648184561,69.48,5.496347561,0
235,ATRO,2020/11/23,,ATRO2020/11/23,0,1,0,,1,0,262977,194564,1.351622088,12.31,11.4494,12.26,0.407830343,3237246.87,0,12.82,4.142973193,12.64,2.68074736,12.55,1.949634444,11.42,-7.229894395,13.15,6.823720552,0
236,DY,2020/11/23,,DY2020/11/23,0,1,0,,1,0,236206,179607,1.315126916,76.67,78.71,76.11,0.735777165,18109914.02,0,78.23,2.034694144,65.71,-14.29503065,63.6,-17.04708491,62.86,-18.01226034,78.38,2.230337811,0
237,XME,2020/11/23,,XME2020/11/23,0,1,0,,1,0,1399772,777462,1.800437835,28.86,29.22,28.58,0.979706088,40397419.92,1,29.07,0.727650728,30.27,4.885654886,30.12,4.365904366,29.32,1.593901594,29.13,0.935550936,0
238,CPRI,2020/11/23,,CPRI2020/11/23,0,1,0,,1,0,2722212,1945486,1.399245227,36.16,35.38,35.485,1.902212202,98435185.92,1,36.11,-0.138274336,37.27,3.069690265,37.15,2.737831858,35.38,-2.157079646,36.68,1.438053097,0
239,UNF,2020/11/23,,UNF2020/11/23,0,1,0,,1,0,72150,50090,1.440407267,192.395,201.48,194.76,-1.214315054,13881299.25,0,190,-1.244834845,193.05,0.340445438,192.26,-0.070168144,184.88,-3.906026664,196.65,2.211595935,0
240,TIGR,2020/11/23,,TIGR2020/11/23,0,1,0,,1,0,854213,602002,1.418953758,7.16,7.38,7.38,-2.98102981,6116165.08,0,7.1,-0.837988827,6.95,-2.932960894,6.65,-7.122905028,5.94,-17.03910615,7.41,3.491620112,0
241,OFC,2020/11/23,,OFC2020/11/23,0,1,0,,1,0,590394,407093,1.450268121,27.67,27.48,27.25,1.541284404,16336201.98,0,27.27,-1.445608963,27.76,0.325262017,27.32,-1.264907842,26.63,-3.758583303,27.88,0.758944705,0
242,BEP,2020/11/23,,BEP2020/11/23,0,1,0,,1,0,672939,323480,2.080310993,59.688,65.9529,58.35,2.293059126,40166383.03,1,59.05,-1.068891569,60.78,1.82951347,62.89,5.364562391,63.58,6.52057365,39.9933,-32.99607961,0
243,MRC,2020/11/23,,MRC2020/11/23,0,1,0,,1,0,446966,316963,1.410151974,6.345,6.69,6.02,5.398671096,2835999.27,0,6.34,-0.078802206,6.89,8.589440504,6.24,-1.654846336,5.78,-8.90464933,6.435,1.418439716,0
244,ASC,2020/11/23,,ASC2020/11/23,0,1,0,,1,0,844418,447811,1.885657119,3.54,3.82,3.11,13.82636656,2989239.72,0,3.41,-3.672316384,3.51,-0.847457627,3.52,-0.564971751,3.31,-6.497175141,3.62,2.259887006,0
245,LGF.A,2020/11/23,,LGF.A2020/11/23,0,1,0,,1,0,1451168,693747,2.091782739,9.935,10.585,9.51,4.468980021,14417354.08,0,9.78,-1.560140916,10.32,3.875188727,9.99,0.55359839,9.74,-1.962757927,10.04,1.056869653,0
246,SRG,2020/11/23,,SRG2020/11/23,0,1,0,,1,0,701734,516198,1.359427971,17.26,16.5,16.355,5.533476001,12111928.84,0,16.67,-3.418308227,19.12,10.77636153,18.22,5.561993048,16.46,-4.634994206,17.79,3.070683662,0
247,LAZ,2020/11/23,,LAZ2020/11/23,0,1,0,,1,0,469312,303403,1.546827157,37.26,38.415,37.14,0.323101777,17486565.12,0,37.29,0.080515298,38.4,3.05958132,38.6,3.596349973,37.32,0.161030596,37.5,0.644122383,0
248,CMRX,2020/11/23,,CMRX2020/11/23,0,1,0,,1,0,517555,330718,1.564943547,3.715,3.7,3.38,9.911242604,1922716.825,0,3.8,2.288021534,3.76,1.211305518,3.69,-0.67294751,3.77,1.480484522,3.815,2.69179004,0
249,EMN,2020/11/23,,EMN2020/11/23,,1,1,1,1,0,769564,482899,1.593633451,100,98.52,97.32,2.753801891,76956400,1,,,103.22,3.22,99.84,-0.16,97.4,-2.6,,,0
250,LEA,2020/11/23,,LEA2020/11/23,,1,1,1,1,0,271430,207681,1.306956342,143.53,144.66,141.34,1.549455214,38958347.9,1,,,150.33,4.737685501,146.04,1.748763325,142.95,-0.404096705,,,0
251,AMWD,2020/11/23,,AMWD2020/11/23,,1,1,1,1,0,64618,46520,1.389036973,104.7,101.4,100.21,4.480590759,6765504.6,0,,,89.62,-14.40305635,91.65,-12.46418338,87.51,-16.41833811,,,0
252,BCO,2020/11/23,,BCO2020/11/23,,1,1,1,1,0,615299,368283,1.67072333,69.25,64.88,65.72,5.371272063,42609455.75,1,,,72.39,4.534296029,69.9,0.938628159,67.1,-3.104693141,,,0
253,ALL,2020/11/23,,ALL2020/11/23,,1,1,1,1,0,1021965,739525,1.381920828,101.31,102.01,100.745,0.560821877,103535274.2,1,,,104.88,3.523837726,103.95,2.605863192,102.35,1.026552167,,,0
254,FAST,2020/11/23,,FAST2020/11/23,,1,1,1,1,0,2772626,933681,2.969564551,47.91,49.88,47.45,0.969441517,132836511.7,1,,,48.94,2.149864329,48.19,0.584429138,49.45,3.214360259,,,0
255,DLTR,2020/11/24,,DLTR2020/11/24,0,2,0,None,1,0,520186,397509,1.308614396,106.2375,101.25,107.845,-1.490565163,55263260.18,1,111.35,4.812330862,111.73,5.170020002,109.9,3.447464408,112.39,5.791269561,112.78,6.158371573,0
256,AMBA,2020/11/24,,AMBA2020/11/24,0,2,0,None,1,0,454467,317218,1.432664603,73.75,72.31,70.975,3.909827404,33516941.25,1,76.51,3.742372881,75.95,2.983050847,77.87,5.586440678,78.71,6.725423729,77.31,4.827118644,0
257,JG,2020/11/24,,JG2020/11/24,0,2,0,None,1,0,466400,318881,1.46261458,4.87,3.99,4.71,3.397027601,2271368,0,3.65,-25.0513347,3.16,-35.11293634,3.9,-19.91786448,3.25,-33.26488706,5.43,11.49897331,0
258,BNKU,2020/11/24,,BNKU2020/11/24,0,2,0,None,1,0,115222,80624,1.429127803,20.43,19.38,20.39,0.196174595,2353985.46,0,22.09,8.125305923,21.79,6.656877141,21.39,4.6989721,20.86,2.10474792,22.09,8.125305923,0
259,RIG,2020/11/24,,RIG2020/11/24,0,2,0,None,1,0,33608038,24450931,1.374509543,2.414,2,2.23,8.251121076,81129803.73,1,2.04,-15.49295775,2.17,-10.10770505,2.08,-13.83595692,2.02,-16.32145816,2.685,11.22618061,0
260,FCEL,2020/11/24,,FCEL2020/11/24,0,2,0,None,1,0,34567913,24430513,1.414948307,9.535,9.95,10,-4.65,329605050.5,1,7.67,-19.55951757,8.84,-7.288935501,9.69,1.625589932,9.05,-5.086523335,11.31,18.61562664,0
261,A,2020/11/24,,A2020/11/24,0,2,0,None,1,0,1494363,945952,1.579745061,113.65,117.5,118.58,-4.157530781,169834355,1,114.68,0.906291245,114.35,0.615926089,114.09,0.387153542,115.36,1.504619446,118.96,4.672239331,0
262,BE,2020/11/24,,BE2020/11/24,0,2,0,None,1,0,4616846,3492997,1.321743477,23.25,23.6,22.61,2.830605927,107341669.5,1,25.02,7.612903226,27.46,18.10752688,25.63,10.23655914,24.62,5.892473118,25.87,11.2688172,0
263,DKS,2020/11/24,,DKS2020/11/24,0,2,0,None,1,0,3176769,1586799,2.001998363,57.66,63.51,58.95,-2.188295165,183172500.5,1,58.99,2.306625043,60.06,4.162330905,59.49,3.173777315,57.14,-0.901838363,60.18,4.370447451,0
264,LORL,2020/11/24,,LORL2020/11/24,0,2,0,None,1,0,135923,74707,1.819414513,22.83,25,23.15,-1.382289417,3103122.09,0,24.62,7.840560666,24.04,5.300043802,24,5.124835742,22.74,-0.394218134,24.92,9.154621113,0
265,VAR,2020/11/24,,VAR2020/11/24,0,2,0,None,1,0,647492,434520,1.49013164,174.13,174.97,174.25,-0.068866571,112747782,1,174.12,-0.005742836,174.11,-0.011485672,173.9,-0.132085224,174.19,0.034457015,174.27,0.080399701,0
266,BBY,2020/11/24,,BBY2020/11/24,0,2,0,None,1,0,3171618,1248225,2.540902482,115.29,127.9,115.35,-0.052015605,365655839.2,1,113.54,-1.517911354,113.9,-1.205655304,112.63,-2.307225258,108.86,-5.577240003,117.0496,1.526238182,0
267,KRNY,2020/11/24,,KRNY2020/11/24,0,2,0,None,1,0,431135,277789,1.552023298,10.48,10.56,10.23,2.443792766,4518294.8,0,10.43,-0.477099237,10.41,-0.667938931,10.22,-2.480916031,10.08,-3.816793893,10.67,1.812977099,0
268,KRC,2020/11/24,,KRC2020/11/24,0,2,0,None,1,0,2443140,1063432,2.297410648,65.14,64.51,64.425,1.109817617,159146139.6,1,64.31,-1.274178692,63.35,-2.747927541,63.1,-3.131716303,61.74,-5.219527172,65.45,0.475898066,0
269,EXPO,2020/11/24,,EXPO2020/11/24,0,2,0,None,1,0,211066,146641,1.439338248,83.43,84.96,83.13,0.360880549,17609236.38,0,83.74,0.37156898,83.32,-0.131847057,83.42,-0.011986096,82.93,-0.599304806,84.16,0.874985017,0
270,MSTR,2020/11/24,,MSTR2020/11/24,0,2,0,None,1,0,263448,101361,2.599106165,238.845,227,225.7,5.824102791,62923237.56,1,247.23,3.510644979,270.275,13.1591618,271.26,13.57156315,324,35.65282924,248.835,4.182628902,0
271,CSX,2020/11/24,,CSX2020/11/24,0,2,0,None,1,0,2573598,1577913,1.631013877,92.83,93.705,92.78,0.053890925,238907102.3,1,92.915,0.091565227,91.98,-0.915652268,91.29,-1.658946461,90.62,-2.380695896,93.4591,0.677690402,0
272,ALEX,2020/11/24,,ALEX2020/11/24,0,2,0,None,1,0,391448,257257,1.521622347,17.02,16.4,16.69,1.977231875,6662444.96,0,16.94,-0.470035253,16.76,-1.527614571,16.25,-4.524089307,15.88,-6.69800235,17.12,0.587544066,0
273,AGM,2020/11/24,,AGM2020/11/24,0,2,0,None,1,0,37678,25421,1.482160419,70.855,73.42,70.08,1.105878995,2669674.69,0,70.45,-0.571589867,69.34,-2.138169501,68.94,-2.702702703,70.07,-1.107896408,71.5,0.910309788,0
274,CZNC,2020/11/24,,CZNC2020/11/24,0,2,0,None,0,0,26846,19459,1.379618685,19.2005,20.13,19.24,-0.205301455,515456.623,0,19.33,0.674461603,18.84,-1.877555272,18.71,-2.554620973,18.24,-5.002473894,19.42,1.143199396,0
275,LTHM,2020/11/24,,LTHM2020/11/24,0,2,0,None,1,0,5253436,3775441,1.391476122,15.41,16.49,16.42,-6.151035323,80955448.76,1,15.43,0.129785853,15.74,2.14146658,16.19,5.06164828,15.5,0.58403634,16.64,7.981829981,0
276,OHI,2020/11/24,,OHI2020/11/24,0,2,0,None,1,0,1846609,1162746,1.588144788,36.415,37,35.3,3.158640227,67244266.74,1,36.79,1.029795414,36.28,-0.370726349,35.85,-1.551558424,36.35,-0.178497872,37,1.606480846,0
277,RYAM,2020/11/24,,RYAM2020/11/24,,2,1,1,1,0,640846,411386,1.557772992,7.02,5.885,5.68,23.5915493,4498738.92,0,,,6.57,-6.41025641,6.5,-7.407407407,7.26,3.418803419,,,1
278,BCO,2020/11/24,,BCO2020/11/24,,2,1,1,1,0,517504,368283,1.405180255,72.39,70.02,70.26,3.031596926,37462114.56,1,,,69.9,-3.439701616,69,-4.682967261,68.77,-5.000690703,,,0
279,BRC,2020/11/24,,BRC2020/11/24,,2,1,1,1,0,246871,165333,1.493174381,46.69,49.25,45.76,2.032342657,11526406.99,0,,,45.6,-2.334547012,45.23,-3.127007925,44.87,-3.898050975,,,0
280,CF,2020/11/24,,CF2020/11/24,,2,1,1,1,0,1764228,1274213,1.384562864,38.65,36.09,36.28,6.532524807,68187412.2,1,,,38.17,-1.241914618,38.77,0.310478655,37.5,-2.97542044,,,0
281,CNMD,2020/11/24,,CNMD2020/11/24,,2,1,1,1,0,288224,187709,1.535483115,106.72,104.48,104.28,2.339854239,30759265.28,1,,,104.44,-2.136431784,104.79,-1.808470765,99.28,-6.971514243,,,0
282,CSGS,2020/11/24,,CSGS2020/11/24,,2,1,1,1,0,157671,88467,1.782257791,44.41,44.32,43.45,2.209436133,7002169.11,0,,,43.7,-1.598739023,43.71,-1.576221572,43.17,-2.792163927,,,0
283,FBP,2020/11/24,,FBP2020/11/24,,2,1,1,1,0,1880278,921905,2.039557221,8.62,8.515,8.28,4.106280193,16207996.36,0,,,8.36,-3.016241299,8.28,-3.944315545,8.14,-5.568445476,,,0
284,FHI,2020/11/24,,FHI2020/11/24,,2,1,1,1,0,610059,405368,1.504951057,28.66,28.67,28,2.357142857,17484290.94,0,,,28,-2.30286113,27.79,-3.035589672,27.05,-5.617585485,,,0
285,HCA,2020/11/24,,HCA2020/11/24,,2,1,1,1,0,1631343,1090332,1.496189234,155.06,155.84,151.105,2.617385262,252956045.6,1,,,153.62,-0.928672772,153.05,-1.296272411,151.91,-2.031471688,,,0
286,HOPE,2020/11/24,,HOPE2020/11/24,,2,1,1,1,0,367874,282244,1.303389975,10.38,9.95,9.88,5.060728745,3818532.12,0,,,10.21,-1.637764933,10.06,-3.082851638,9.61,-7.418111753,,,0
287,INGR,2020/11/24,,INGR2020/11/24,,2,1,1,1,0,456929,325416,1.404138088,81.02,84.01,79.06,2.479129775,37020387.58,1,,,80.73,-0.357936312,79.95,-1.320661565,78.34,-3.307825228,,,0
288,MRC,2020/11/24,,MRC2020/11/24,,2,1,1,1,1,539419,316963,1.701835861,6.89,6.69,6.58,4.711246201,3716596.91,0,,,6.24,-9.433962264,6.27,-8.998548621,5.85,-15.09433962,,,0
289,VNET,2020/11/25,,VNET2020/11/25,1,3,0,None,1,1,955339,630385,1.515484981,30.8887,28.6,30.17,2.382167716,29509179.77,1,29.96,-3.00660112,29.99,-2.909478223,29.99,-2.909478223,27.76,-10.12894683,31.5,1.979040879,0
290,GOOS,2020/11/25,,GOOS2020/11/25,0,3,0,None,1,0,1184040,853528,1.387230413,36.1,39.5,35.95,0.417246175,42743844,1,35.6,-1.385041551,34.05,-5.67867036,34.05,-5.67867036,32.49,-10,37.4344,3.696398892,0
291,BCOV,2020/11/25,,BCOV2020/11/25,0,3,0,None,1,0,345143,198899,1.735267648,14.36,15.4,13.21,8.705526117,4956253.48,0,15.38,7.103064067,15.42,7.381615599,15.42,7.381615599,15.93,10.93314763,15.71,9.401114206,0
292,MTZ,2020/11/25,,MTZ2020/11/25,0,3,0,None,1,0,671046,461194,1.455018929,58.1,61.49,59.15,-1.775147929,38987772.6,1,57.83,-0.464716007,57.81,-0.499139415,57.81,-0.499139415,58.42,0.550774527,59.15,1.807228916,0
293,CW,2020/11/25,,CW2020/11/25,0,3,0,None,1,0,312346,164207,1.902147899,119.03,122.2,120.4,-1.137873754,37178544.38,1,120.51,1.243384021,120.45,1.192976561,120.45,1.192976561,117.89,-0.957741746,121.32,1.923884735,0
294,OBNK,2020/11/25,,OBNK2020/11/25,0,3,0,None,1,0,77834,52321,1.487624472,25.5,26.92,25.82,-1.239349342,1984767,0,27.6,8.235294118,26.99,5.843137255,26.99,5.843137255,27.08,6.196078431,27.675,8.529411765,0
295,WORK,2020/11/25,,WORK2020/11/25,0,3,0,None,1,1,38618037,13107159,2.946331619,37.78,35.48,29.57,27.76462631,1458989438,1,40.7,7.72895712,40.67,7.649550026,40.67,7.649550026,42.71,13.0492324,40.99,8.496559026,1
296,EGP,2020/11/25,,EGP2020/11/25,0,3,0,None,0,0,323506,179756,1.799695142,138.17,153.26,137.565,0.439792098,44698824.02,1,138,-0.123036839,140.59,1.751465586,140.59,1.751465586,133.33,-3.502931172,139.2398,0.774263588,0
297,RBNC,2020/11/25,,RBNC2020/11/25,0,3,0,None,1,0,57721,37549,1.537218035,18.66,19.6,18.58,0.430570506,1077073.86,0,18.7,0.214362272,18.73,0.375133976,18.73,0.375133976,18.67,0.053590568,18.9,1.286173633,0
298,LIND,2020/11/25,,LIND2020/11/25,0,3,0,None,1,0,1553603,665000,2.336245113,12.3889,13.44,12.7,-2.449606299,19247432.21,0,12.87,3.883314903,12.91,4.206184568,12.91,4.206184568,13.13,5.981967729,12.98,4.771206483,0
299,PG,2020/11/25,,PG2020/11/25,0,3,0,None,0,0,5774285,4332281,1.332850985,138.46,149.03,138.09,0.267941198,799507501.1,1,138.68,0.158890654,138.61,0.108334537,138.61,0.108334537,138.36,-0.072223025,139.39,0.67167413,0
300,MNR,2020/11/25,,MNR2020/11/25,,3,1,1,1,0,481925,287790,1.674571736,14.8,16,14.545,1.753179787,7132490,0,,,14.8,0,14.83,,14.83,0.202702703,,,0
301,APPN,2020/11/25,,APPN2020/11/25,,3,1,1,1,0,640146,431068,1.485023245,175.86,141,133.43,31.7994454,112576075.6,1,,,193.87,10.24110088,140,,136.26,-22.51791198,,,1
302,RLGY,2020/11/25,,RLGY2020/11/25,,3,1,1,1,0,1520591,930630,1.633937225,12.35,13.3,11.81,4.572396274,18779298.85,0,,,12.27,-0.647773279,12.31,,12.41,0.48582996,,,0
303,BRG,2020/11/27,,BRG2020/11/27,0,5,0,None,0,0,121176,89749,1.350165461,9.28,10.14,9.44,-1.694915254,1124513.28,0,9.38,1.077586207,10.2,9.913793103,10.58,14.00862069,10.79,16.27155172,9.58,3.232758621,0
304,CARE,2020/11/27,,CARE2020/11/27,0,5,0,None,1,0,62766,41884,1.498567472,9.8912,10.19,10.26,-3.59454191,620831.0592,0,9.89,-0.012131996,9.37,-5.269330314,9.66,-2.337431252,9.91,0.190067939,10.26,3.728566807,0
305,HIMX,2020/11/27,,HIMX2020/11/27,0,5,0,None,1,0,1114139,780259,1.427909194,6.875,6.53,5.85,17.52136752,7659705.625,0,6.91,0.509090909,6.59,-4.145454545,6.71,-2.4,6.81,-0.945454545,7,1.818181818,1
306,FXI,2020/11/27,,FXI2020/11/27,0,5,0,None,1,0,8749646,6289654,1.391117222,48.62,49.44,48.28,0.704225352,425407788.5,1,48.62,0,47,-3.331962155,47.48,-2.344714109,47.19,-2.941176471,48.71,0.185109009,0
307,CLCT,2020/11/30,,CLCT2020/11/30,0,1,0,None,1,0,121915,81867,1.489183676,76.08,76.86,75.72,0.475435816,9275293.2,0,77.15,1.406414301,77.06,1.288117771,77.29,1.590431125,77,1.209253417,81,6.466876972,0
308,PROF,2020/11/30,,PROF2020/11/30,0,1,0,None,1,0,302822,107539,2.815927245,20.17,19.48,19.48,3.542094456,6107919.74,0,19.94,-1.140307387,20,-0.842835895,18.79,-6.841844323,18.6,-7.783837382,21.29,5.55280119,0
309,VERI,2020/11/30,,VERI2020/11/30,0,1,0,None,1,0,1072625,589109,1.820758128,30.88,21.99,22.9,34.84716157,33122660,1,26.61,-13.82772021,25.28,-18.13471503,24.31,-21.27590674,30.01,-2.817357513,35.79,15.90025907,1
310,ACTG,2020/11/30,,ACTG2020/11/30,0,1,0,None,1,0,382863,205776,1.860581409,3.82,4.03,3.67,4.08719346,1462536.66,0,3.69,-3.403141361,3.7,-3.141361257,3.67,-3.926701571,3.57,-6.544502618,3.99,4.45026178,0
311,CVLG,2020/11/30,,CVLG2020/11/30,0,1,0,None,1,0,74100,55548,1.333981421,18.63,20.56,18.64,-0.053648069,1380483,0,18.49,-0.751476114,18.62,-0.053676865,18.19,-2.361782072,17.34,-6.92431562,18.83,1.073537305,0
312,BDX,2020/11/30,,BDX2020/11/30,0,1,0,None,0,0,923394,699490,1.32009607,232.69,247.83,230.19,1.086059342,214864549.9,1,234.84,0.923976106,238.65,2.561347716,241.87,3.945163093,236.45,1.615883794,234.89,0.945463922,0
313,PINE,2020/11/30,,PINE2020/11/30,,1,1,1,1,0,40820,28740,1.420320111,16.49,16.75,15.79,4.43318556,673121.8,0,,,16.06,-2.607640995,15.97,-3.153426319,15.9,-3.577926016,,,0
314,WRB,2020/11/30,,WRB2020/11/30,,1,1,1,0,0,966367,641041,1.5074964,65.11,70.96,64.08,1.607365793,62920155.37,1,,,67.54,3.7321456,67.28,3.332821379,65.21,0.153586239,,,0
315,EXPD,2020/11/30,,EXPD2020/11/30,,1,1,1,0,0,664777,435171,1.527622475,89.37,95.375,88.92,0.506072874,59411120.49,1,,,89.75,0.425198613,88.64,-0.816828914,89.75,0.425198613,,,0
316,PBYI,2020/12/1,,PBYI2020/12/01,0,2,0,None,1,0,252216,185491,1.359720957,12.8,12.0799,12.5,2.4,3228364.8,0,11.97,-6.484375,11.45,-10.546875,12.13,-5.234375,11.375,-11.1328125,13.16,2.8125,0
317,ARLO,2020/12/1,,ARLO2020/12/01,0,2,0,None,1,1,3490160,1689020,2.066381689,6.75,6.28,5.435,24.1950322,23558580,1,6.9,2.222222222,5.63,-16.59259259,6.79,0.592592593,8.27,22.51851852,7.75,14.81481481,1
318,SSTK,2020/12/1,,SSTK2020/12/01,0,2,0,None,1,0,398663,141589,2.815635395,70.2891,71.97,70.09,0.284063347,28021663.47,1,70.44,0.21468478,72.57,3.245026612,72.02,2.462543979,70.13,-0.226350885,73.65,4.781537963,0
319,OSBC,2020/12/1,,OSBC2020/12/01,0,2,0,None,0,0,126842,74714,1.697700565,9.7775,10.57,10.15,-3.669950739,1240197.655,0,10,2.27563283,10.11,3.400664792,9.96,1.866530299,10.44,6.775760675,10.15,3.809767323,0
320,ARNC,2020/12/1,,ARNC2020/12/01,0,2,0,None,1,0,820937,546985,1.50084006,29.525,29.945,28.38,4.03453136,24238164.93,1,29.71,0.626587638,29.13,-1.33784928,29.1,-1.439458086,30.57,3.539373412,29.98,1.541066892,0
321,EARS,2020/12/1,,EARS2020/12/01,0,2,0,None,1,1,22361159,16584285,1.348334221,5.58,1.95,1.46,282.1917808,124775267.2,1,5.23,-6.272401434,3.5,,3.41,,3.05,,6.6,18.27956989,1
322,PETZ,2020/12/1,,PETZ2020/12/01,0,2,0,None,1,0,300231,212610,1.412120785,1.89,1.94,1.53,23.52941176,567436.59,0,2.03,7.407407407,1.78,-5.82010582,1.98,4.761904762,1.77,-6.349206349,3.76,98.94179894,1
323,OMER,2020/12/1,,OMER2020/12/01,,2,1,1,1,0,779006,569423,1.368062056,12.19,13.4251,11.61,4.995693368,9496083.14,0,,,12.43,1.968826907,14.26,16.98113208,14.23,16.73502871,,,0
324,BRG,2020/12/1,,BRG2020/12/01,,2,1,1,1,0,334030,134312,2.486970636,10.65,10.27,10.285,3.54885756,3557419.5,0,,,10.48,-1.596244131,10.61,-0.375586854,11.14,4.600938967,,,0
325,RCII,2020/12/1,,RCII2020/12/01,,2,1,1,1,0,343574,167963,2.045533838,34.61,37.99,33.62,2.944675788,11891096.14,0,,,34.46,-0.433400751,34.98,1.069055186,34.43,-0.520080901,,,0
326,NTAP,2020/12/2,,NTAP2020/12/02,0,3,0,None,1,0,1091908,731158,1.493395408,58.9085,58.59,57.75,2.006060606,64322662.42,1,59.23,0.545761647,58.49,-0.710423793,59.99,1.835898045,60.78,3.17696088,60.43,2.582819118,0
327,EVC,2020/12/2,,EVC2020/12/02,0,3,0,None,1,0,341202,251774,1.355191561,2.995,3.0261,2.98,0.503355705,1021899.99,0,2.93,-2.170283806,2.97,-0.834724541,3.1,3.505843072,3.16,5.50918197,3.05,1.83639399,0
328,BANF,2020/12/2,,BANF2020/12/02,0,3,0,None,1,0,58174,30887,1.88344611,57.695,58.05,54.71,5.456040943,3356348.93,0,56.77,-1.603258515,56.47,-2.123234249,57.66,-0.060663836,58.56,1.499263368,58.07,0.649969668,0
329,INSM,2020/12/2,,INSM2020/12/02,0,3,0,None,0,0,679227,405861,1.673545869,39.37,40.71,39,0.948717949,26741166.99,1,39.75,0.96520193,39.51,0.355600711,40.14,1.955803912,40.09,1.828803658,40.57,3.048006096,0
330,TG,2020/12/2,,TG2020/12/02,0,3,0,None,1,0,121666,78917,1.541695706,21.64,23.74,21.13,2.41362991,2632852.24,0,21.55,-0.415896488,21.4,-1.109057301,22.53,4.112754159,23.08,6.654343808,22.25,2.818853974,0
331,AMBA,2020/12/2,,AMBA2020/12/02,0,3,0,None,1,0,1165685,867984,1.342979825,85.08,79.83,77.79,9.371384497,99176479.8,1,85.68,0.705218618,88.49,4.007992478,95.01,11.67136812,85.97,1.046074283,87.04,2.303714151,0
332,CMBM,2020/12/2,,CMBM2020/12/02,0,3,0,None,1,0,209113,145613,1.436087437,28,28.5,25.21,11.06703689,5855164,0,29.31,4.678571429,30.13,7.607142857,25.265,-9.767857143,25.09,-10.39285714,29.7,6.071428571,0
333,FCFS,2020/12/2,,FCFS2020/12/02,0,3,0,None,1,0,163921,113631,1.442572889,67.09,70.99,65.5,2.427480916,10997459.89,0,67.38,0.43225518,66.69,-0.596214041,68.58,2.220897302,70.19,4.620658817,67.91,1.222238784,0
334,GCP,2020/12/2,,GCP2020/12/02,0,3,0,None,1,0,542422,242940,2.232740594,24.2124,26.82,23.8,1.732773109,13133338.43,0,23.97,-1.001139912,24.27,0.237894633,24.67,1.889940692,24.07,-0.588128397,24.67,1.889940692,0
335,TYME,2020/12/2,,TYME2020/12/02,0,3,0,None,1,0,422846,307892,1.373358191,1.1,1.2,1.04,5.769230769,465130.6,0,1.12,1.818181818,1.08,-1.818181818,1.04,-5.454545455,1.1,0,1.15,4.545454545,0
336,ICHR,2020/12/2,,ICHR2020/12/02,,3,1,1,1,0,468163,257127,1.820746168,34.36,33.6599,33.24,3.369434416,16086080.68,0,,,34.92,1.629802095,36.86,7.275902212,32.45,-5.55878929,,,0
337,AVT,2020/12/2,,AVT2020/12/02,,3,1,1,1,0,377343,264480,1.426735481,31.84,32.14,30.91,3.008735037,12014601.12,0,,,32.32,1.507537688,32.87,3.234924623,31.88,0.125628141,,,0
338,WDR,2020/12/3,,WDR2020/12/03,0,4,0,None,1,0,1338393,691842,1.934535631,25.315,26,25.33,-0.059218318,33881418.8,1,25.59,1.086312463,25.55,0.928303377,25.44,0.493778392,25.26,-0.217262493,25.63,1.244321548,0
339,ZS,2020/12/3,,ZS2020/12/03,1,4,0,None,1,1,1503577,949768,1.583099241,170.44,170.2,164.6,3.54799514,256269663.9,1,185.61,8.900492842,180.75,6.049049519,178.11,4.500117343,179.75,5.462332786,189.645,11.26789486,0
340,CDXS,2020/12/3,,CDXS2020/12/03,0,4,0,None,1,0,278111,186221,1.493445959,17.75,19.3,18.18,-2.365236524,4936470.25,0,17.04,-4,17.56,-1.070422535,17.96,1.183098592,17.66,-0.507042254,18.4,3.661971831,0
341,TWST,2020/12/3,,TWST2020/12/03,0,4,0,None,1,0,273207,205433,1.329908048,115.61,123,112.98,2.327845636,31585461.27,1,122.34,5.821295736,128.58,11.2187527,131.45,13.70123692,152.2,31.64951129,123.992,7.250237869,0
