,symbol,date,time,symbol_date,order,weekday,after_3_pm,high_current_or_close_check,nine_days_close_check,if_exceed_previous_high,moving_volume,previous_volume_max,volume_ratio,entry_price,previous_high,open_price,open_ratio,amount,if_larger_20m,close,close_ratio,next_1_day_close,next_1_day_close_ratio,next_2_days_close,next_2_days_close_ratio,next_1_week_close,next_1_week_close_ratio,same_day_high,same_day_high_ratio,if_current_to_open_too_high
743,EFSC,2021/1/26,14:18:09,EFSC2021/01/26,0,2,0,None,1,0,100992,66241,1.524614665,37.275,38.22,37.57,-0.785200958,3764476.8,0,37.38,0.281690141,35.27,-5.378940309,36.12,-3.098591549,36.92,-0.952380952,38.99,4.600938967,0
744,PBI,2021/1/26,14:31:52,PBI2021/01/26,0,2,0,None,1,0,5676219,4152210,1.367035627,10.23,8.155,7.65,33.7254902,58067720.37,1,13.63,33.23558162,10.81,5.669599218,9.27,-9.384164223,8.72,-14.76050831,14.39,40.66471163,1
745,FLNT,2021/1/26,14:32:53,FLNT2021/01/26,0,2,0,None,1,0,594830,427602,1.391083297,5.9807,6.48,5.61,6.607843137,3557499.781,0,5.77,-3.52299898,5.7,-4.693430535,5.41,-9.542361262,5.99,0.155500192,6.16,2.997976825,0
746,WWR,2021/1/26,15:24:16,WWR2021/01/26,,2,1,1,1,1,7582307,5486519,1.381988653,8.256,7.6,6.87,20.17467249,62599526.59,1,,,7.48,-9.399224806,6.94,-15.93992248,6.96,-15.69767442,,,1
747,SIRI,2021/1/26,15:49:34,SIRI2021/01/26,,2,1,1,1,0,10070900,6527074,1.542942519,6.53,7.12,6.07,7.578253707,65762977,1,,,6.87,5.206738132,6.4,-1.990811639,6.2,-5.053598775,,,0
748,FLWS,2021/1/26,16:01:50,FLWS2021/01/26,,2,1,1,1,0,727393,522066,1.393297016,37.1,35.32,33.98,9.181871689,26986280.3,1,,,36.35,-2.021563342,32.13,-13.39622642,28.74,-22.53369272,,,0
749,FOXA,2021/1/26,16:01:51,FOXA2021/01/26,,2,1,1,1,0,3183519,1924725,1.654012391,34.93,32.27,32.24,8.343672457,111200318.7,1,,,34.38,-1.574577727,31.9,-8.674491841,30.51,-12.65387919,,,0
750,LGND,2021/1/27,09:43:21,LGND2021/01/27,0,3,0,None,1,0,672310,503324,1.33574,176.61,174,168.995,4.506050475,118736669.1,1,162.94,-7.740218561,191.59,8.481965914,185.35,4.948757149,180.7,2.315837155,198.79,12.55874526,0
751,MAC,2021/1/27,09:44:24,MAC2021/01/27,0,3,0,None,1,0,7183549,3984251,1.802986057,25.19,21.19,21.11,19.32733302,180953599.3,1,22.38,-11.15522033,19.01,-24.53354506,15.7,-37.67368003,12.462,-50.5279873,25.99,3.175863438,1
752,SKT,2021/1/27,09:51:34,SKT2021/01/27,0,3,0,None,1,0,3891017,2922259,1.331509972,20.1601,17,16.9,19.29053254,78443291.82,1,17.86,-11.4091696,16.19,-19.69285867,15.43,-23.46268124,13.5,-33.03604645,20.96,3.967738255,1
753,CACC,2021/1/27,09:53:27,CACC2021/01/27,0,3,0,None,1,0,156597,70230,2.229773601,437.86,395.39,390.57,12.1079448,68567562.42,1,374.74,-14.41556662,371.49,-15.157813,385.77,-11.8964966,341.03,-22.11437446,469.98,7.335678071,0
754,DISCA,2021/1/27,09:53:41,DISCA2021/01/27,0,3,0,None,1,0,3452133,2271773,1.51957656,49.19,41,40.49,21.48678686,169810422.3,1,43.87,-10.81520634,41.02,-16.60906688,41.42,-15.79589347,40.975,-16.70054889,49.94,1.524700142,1
755,FIZZ,2021/1/27,09:53:52,FIZZ2021/01/27,0,3,0,None,1,0,559517,241839,2.313592928,171.01,140,136.52,25.26369763,95683002.17,1,181.51,6.139991813,157.17,-8.093093971,151.54,-11.38529911,122.01,-28.65329513,196.43,14.8646278,1
756,LSXMK,2021/1/27,09:54:14,LSXMK2021/01/27,0,3,0,None,1,0,476594,240985,1.977691558,41.49,44.97,42.74,-2.924660739,19773885.06,0,39.87,-3.904555315,41.34,-0.361532899,40.56,-2.241503977,43.45,4.724029887,46.93,13.11159315,0
757,TDC,2021/1/27,09:55:08,TDC2021/01/27,0,3,0,None,1,0,1183341,830610,1.424665005,33.15,29.8,29.445,12.58278146,39227754.15,1,30.01,-9.472096531,26.71,-19.42684766,26.9,-18.85369532,27.54,-16.92307692,33.8,1.960784314,0
758,AXDX,2021/1/27,09:57:07,AXDX2021/01/27,0,3,0,None,1,0,618244,381357,1.621168616,14.37,14.09,15.495,-7.260406583,8884166.28,0,14.995,4.3493389,10.33,-28.11412665,10.26,-28.60125261,10.39,-27.69659012,15.6,8.559498956,0
759,DISCK,2021/1/27,10:07:30,DISCK2021/01/27,0,3,0,None,1,0,2065169,1304394,1.583240187,34.68,35.9,35.19,-1.449275362,71620060.92,1,33.47,-3.489042676,34.92,0.692041522,35.03,1.00922722,34.5,-0.519031142,38,9.573241061,0
760,VIACA,2021/1/27,10:08:50,VIACA2021/01/27,0,3,0,None,1,0,102558,63151,1.624012288,54.87,52.11,52.19,5.135083349,5627357.46,0,56.04,2.132312739,50.4,-8.146528157,48.66,-11.31765992,52.13,-4.993621287,58.68,6.943685074,0
761,PETS,2021/1/27,10:14:43,PETS2021/01/27,0,3,0,None,1,0,1205201,661974,1.820616822,50.58,41,39.32,28.63682604,60959066.58,1,51.8,2.412020561,38.14,-24.59470146,38.2,-24.4760775,36.0356,-28.75523922,57,12.69276394,1
762,QADA,2021/1/27,10:14:50,QADA2021/01/27,0,3,0,None,0,0,99402,75002,1.325324658,65.14,69.46,65.12,0.030712531,6475046.28,0,65.85,1.089960086,67.09,2.993552349,64.79,-0.537304268,63.65,-2.287381025,68,4.390543445,0
763,PRLB,2021/1/27,10:20:54,PRLB2021/01/27,0,3,0,None,1,0,205636,151562,1.356778084,251.23,224.94,220.12,14.13320007,51661932.28,1,251.49,0.103490825,219.47,-12.64180233,211.8,-15.69478167,217.45,-13.44584644,286.57,14.06679139,0
764,CHRS,2021/1/27,10:26:05,CHRS2021/01/27,0,3,0,None,1,0,656628,404030,1.625196149,21,20.65,20.28,3.550295858,13789188,0,21.39,1.857142857,19.4,-7.619047619,18.8,-10.47619048,17.48,-16.76190476,22.2166,5.793333333,0
765,FOXA,2021/1/27,10:35:16,FOXA2021/01/27,0,3,0,None,1,0,2868918,1924725,1.49055995,36.68,35.29,35.31,3.879920702,105231912.2,1,34.38,-6.27044711,31.9,-13.03162486,31.18,-14.99454744,30.28,-17.44820065,40.73,11.04143948,0
766,JILL,2021/1/27,10:56:42,JILL2021/01/27,0,3,0,None,1,0,631852,273429,2.310844863,5.36,5.82,4.95,8.282828283,3386726.72,0,6.5,21.26865672,4.28,-20.14925373,4.03,-24.81343284,4.52,-15.67164179,8.67,61.75373134,0
767,CVM,2021/1/27,11:10:59,CVM2021/01/27,0,3,0,None,1,1,476058,308095,1.545166264,19.84,16.32,14.11,40.60949681,9444990.72,0,25,26.00806452,19.4,-2.217741935,24.95,25.75604839,20.54,3.528225806,40.91,106.1995968,1
768,NAKD,2021/1/27,11:19:55,NAKD2021/01/27,0,3,0,None,1,0,155297050,113591059,1.3671591,0.8399,0.6743,0.3503,139.7659149,130433992.3,1,1.38,64.30527444,1.39,65.49589237,1.65,96.45195857,1.19,41.68353375,1.5,78.59268961,1
769,ZIOP,2021/1/27,11:21:58,ZIOP2021/01/27,0,3,0,None,1,0,931003,626781,1.485372084,3.96,3.98,3.45,14.7826087,3686771.88,0,4.235,6.944444444,3.77,-4.797979798,3.71,-6.313131313,3.93,-0.757575758,4.52,14.14141414,0
770,ERIC,2021/1/27,11:43:57,ERIC2021/01/27,0,3,0,None,1,0,4591439,2670156,1.719539607,12.8,12.65,11.85,8.016877637,58770419.2,1,12.8,0,11.63,-9.140625,12.47,-2.578125,13.245,3.4765625,15.315,19.6484375,0
771,WDFC,2021/1/27,11:53:30,WDFC2021/01/27,0,3,0,None,1,0,58336,40971,1.423836372,325.84,320,302.77,7.619645275,19008202.24,0,320,-1.792290695,309.02,-5.16204272,304.41,-6.576847533,299.72,-8.016204272,332.84,2.148293641,0
772,STX,2021/1/27,11:59:57,STX2021/01/27,1,3,0,None,1,1,1754358,1289361,1.360641434,73.9227,66.69,64.655,14.33408089,129686880.1,1,71.72,-2.979734236,66.65,-9.838249956,66.12,-10.55521511,67.46,-8.742510758,77.065,4.250791705,0
773,NOK,2021/1/27,12:10:34,NOK2021/01/27,0,3,0,None,1,0,107034516,73270741,1.460808428,6.28,5.38,4.975,26.23115578,672176760.5,1,6.55,4.299363057,4.69,-25.31847134,4.56,-27.38853503,4.7,-25.15923567,9.79,55.89171975,1
774,QRTEA,2021/1/27,12:31:39,QRTEA2021/01/27,0,3,0,None,1,0,2292659,1518222,1.510094703,13.33,13.23,13.105,1.716901946,30561144.47,1,13.435,0.787696924,12.75,-4.351087772,12.6,-5.476369092,12.4,-6.976744186,13.76,3.225806452,0
775,BBU,2021/1/27,13:01:34,BBU2021/01/27,0,3,0,None,0,0,31216,23272,1.341354417,37.23,40,35.57,4.666854091,1162171.68,0,36.4,-2.229384905,36.44,-2.121944668,36.14,-2.927746441,37.01,-0.5909213,37.46,0.617781359,0
776,GNUS,2021/1/27,13:19:27,GNUS2021/01/27,0,3,0,None,1,0,15920582,11312060,1.407399006,2.095,2.13,1.63,28.52760736,33353619.29,1,3.06,46.06205251,1.97,-5.966587112,1.78,-15.03579952,1.81,-13.60381862,3.06,46.06205251,1
777,BBW,2021/1/27,13:25:41,BBW2021/01/27,0,3,0,None,1,0,724852,277683,2.610357854,7.18,5.08,4.75,51.15789474,5204437.36,0,6.78,-5.571030641,5.1,-28.96935933,5.61,-21.86629526,4.8591,-32.32451253,8.4,16.99164345,1
778,BNED,2021/1/27,13:29:24,BNED2021/01/27,0,3,0,None,1,1,525455,337992,1.554637388,6.7803,5.8399,5.32,27.44924812,3562742.537,0,6.19,-8.70610445,6.41,-5.461410262,5.86,-13.57314573,6.49,-4.281521467,7.0662,4.216627583,1
779,AHC,2021/1/27,14:32:19,AHC2021/01/27,0,3,0,None,1,0,309228,164893,1.875325211,2.42,2.0078,2.44,-0.819672131,748331.76,0,2.6,7.438016529,2.25,-7.024793388,2.2,-9.090909091,2.6,7.438016529,3.16,30.5785124,0
780,NKTR,2021/1/27,14:43:14,NKTR2021/01/27,0,3,0,None,1,0,842020,539665,1.560264238,19,19.67,18,5.555555556,15998380,0,18.78,-1.157894737,18.44,-2.947368421,19.7,3.684210526,19.66,3.473684211,19.1,0.526315789,0
781,TCX,2021/1/27,14:51:29,TCX2021/01/27,0,3,0,None,1,0,31220,21987,1.419929959,85.68,84.45,77.415,10.67622554,2674929.6,0,92.26,7.679738562,83.29,-2.789449113,79.9,-6.746031746,83.01,-3.116246499,94.2,9.943977591,0
782,WRLD,2021/1/27,16:03:23,WRLD2021/01/27,,3,1,1,1,0,63664,47122,1.35104622,164.61,151.375,128.15,28.45103394,10479731.04,0,,,141.26,-14.18504344,143.42,-12.87285098,135.72,-17.55057408,,,1
783,MUX,2021/1/28,09:38:22,MUX2021/01/28,0,4,0,None,1,0,3160293,1639463,1.927639111,1.03,1.11,0.99,4.04040404,3255101.79,0,1.2,16.50485437,1.21,17.47572816,1.46,41.74757282,1.19,15.53398058,1.24,20.38834951,0
784,SLV,2021/1/28,09:44:23,SLV2021/01/28,0,4,0,None,1,0,15576685,10983404,1.418201953,24.96,25.94,24.54,1.711491443,388794057.6,1,24.72,-0.961538462,24.99,0.120192308,26.76,7.211538462,24.48,-1.923076923,25.1,0.560897436,0
785,PTC,2021/1/28,09:45:43,PTC2021/01/28,0,4,0,None,1,0,738844,302990,2.438509522,134.36,132.83,131.79,1.950072084,99271079.84,1,138.33,2.954748437,132.91,-1.079190235,137,1.964870497,139.29,3.6692468,141.67,5.440607324,0
786,TCX,2021/1/28,09:58:18,TCX2021/01/28,0,4,0,None,1,0,44416,33951,1.308238343,92.4,94.2,90,2.666666667,4104038.4,0,83.29,-9.859307359,79.9,-13.52813853,81.09,-12.24025974,87.49,-5.313852814,94.2,1.948051948,0
787,LLIT,2021/1/28,10:03:14,LLIT2021/01/28,0,4,0,None,1,0,1058097,737157,1.435375368,11.6209,6.67,7.055,64.71863926,12296039.43,0,9.98,-14.12024886,8.23,-29.17932346,7.1,-38.90318306,7.33,-36.9239904,17.143,47.51869477,1
788,SGRY,2021/1/28,10:08:08,SGRY2021/01/28,0,4,0,None,1,0,360544,236644,1.523571272,36.15,32.18,32.39,11.60852115,13033665.6,0,36.62,1.300138313,37.28,3.125864454,41.12,13.74827109,37.36,3.347164592,38.8599,7.49626556,0
789,MUX,2021/1/28,10:34:53,MUX2021/01/28,1,4,0,None,1,1,4111867,1639463,2.508057211,1.13,1.11,0.99,14.141414,4646409.71,0,1.2,6.194690265,1.21,7.079646018,1.46,29.20353982,1.19,5.309734513,1.24,9.734513274,0
790,HAFC,2021/1/28,10:36:36,HAFC2021/01/28,0,4,0,None,1,0,206825,140416,1.472944679,13.65,13.25,12.92,5.650154799,2823161.25,0,14.08,3.15018315,13.82,1.245421245,14.2,4.029304029,14.5,6.227106227,14.43,5.714285714,0
791,CVLT,2021/1/28,11:41:56,CVLT2021/01/28,0,4,0,None,1,0,169660,127296,1.332799145,62.32,62.95,60.82,2.466293982,10573211.2,0,63.14,1.315789474,62.78,0.738125802,64.48,3.465982028,64.72,3.851091142,63.89,2.519255456,0
792,USEG,2021/1/28,12:06:43,USEG2021/01/28,0,4,0,None,1,0,1516958,1026773,1.477403477,6.1101,5.24,4.38,39.5,9268765.076,0,6.57,7.52688172,4.71,-22.91451858,4.76,-22.09620137,5.08,-16.85897121,7.95,30.11243678,1
793,AXAS,2021/1/28,14:13:38,AXAS2021/01/28,0,4,0,None,1,1,1167095,738862,1.57958455,3.29,3,2.45,34.28571429,3839742.55,0,2.95,-10.3343465,2.55,-22.49240122,2.61,-20.66869301,2.96,-10.03039514,3.5,6.382978723,1
794,AMGN,2021/1/28,14:26:45,AMGN2021/01/28,0,4,0,None,1,0,1618516,1077480,1.502130898,254.88,259.44,252.53,0.930582505,412527358.1,1,247.75,-2.797394852,241.43,-5.276993095,240.43,-5.669334589,237.22,-6.928750785,276.69,8.556967985,0
795,ENSV,2021/1/28,14:30:28,ENSV2021/01/28,0,4,0,None,1,0,2018399,1395676,1.446180202,2.66,2.75,2,33,5368941.34,0,2.7,1.503759398,2.05,-22.93233083,2.07,-22.18045113,2.28,-14.28571429,2.95,10.90225564,1
796,HUSA,2021/1/28,14:47:08,HUSA2021/01/28,0,4,0,None,1,0,2593835,1979129,1.310594206,2.7778,2.9,2.13,30.41314554,7205154.863,0,3.08,10.87911297,2.28,-17.92065663,2.23,-19.72064223,2.39,-13.96068831,3.17,14.11908705,1
797,SLM,2021/1/28,15:29:44,SLM2021/01/28,,4,1,1,1,0,2598105,1736621,1.49606909,14.035,14.989,13.22,6.164901664,36464403.68,1,,,13.88,-1.104381902,13.78,-1.816886356,15.24,8.58567866,,,0
798,PED,2021/1/28,15:31:02,PED2021/01/28,,4,1,1,1,1,5731324,2759118,2.077230477,3.16,2.7,1.37,130.6569343,18110983.84,0,,,2.11,-33.2278481,1.86,-41.13924051,1.61,-49.05063291,,,1
799,SALM,2021/1/28,15:35:23,SALM2021/01/28,,4,1,1,1,0,582805,421375,1.383102937,2.005,1.78,1.765,13.59773371,1168524.025,0,,,1.65,-17.70573566,1.68,-16.20947631,1.73,-13.71571072,,,0
800,BRN,2021/1/28,15:57:40,BRN2021/01/28,,4,1,1,1,0,2715750,1305018,2.081005779,6.65,2.5,1.845,260.4336043,18059737.5,0,,,3.32,-50.07518797,3.14,-52.78195489,2.77,-58.34586466,,,1
801,SIEB,2021/1/29,09:33:33,SIEB2021/01/29,1,5,0,None,1,1,811415,26509,30.60903844,13.88,4.6,12.465,11.351785,11262440.2,0,8.22,-40.77809798,7.01,-49.49567723,5.87,-57.70893372,5.65,-59.29394813,18.5,33.28530259,0
802,NVAX,2021/1/29,09:36:12,NVAX2021/01/29,0,5,0,None,0,0,2678566,1897846,1.411371629,188.5201,181,190.42,-0.997741834,504963530.2,1,220.94,17.1970522,268.3,42.31904184,264.41,40.25560139,290.18,53.92523131,235.5,24.92036658,0
803,WDC,2021/1/29,09:40:27,WDC2021/01/29,0,5,0,None,0,0,2736716,1313011,2.084305463,59.92,59.5,58.32,2.743484225,163984022.7,1,56.43,-5.824432577,57.59,-3.888518024,57.91,-3.35447263,59.74,-0.300400534,60.68,1.26835781,0
804,CBMG,2021/1/29,09:43:33,CBMG2021/01/29,1,5,0,None,1,1,146576,69502,2.108946505,19.58,18.79,19.55,0.153452685,2869958.08,0,19.6,0.102145046,19.66,0.408580184,19.68,0.51072523,19.71,0.663942799,19.67,0.459652707,0
805,SACH,2021/1/29,09:47:35,SACH2021/01/29,0,5,0,None,0,0,76054,58227,1.306163807,4.34,4.45,4.295,1.047729919,330074.36,0,4.4801,3.228110599,4.45,2.534562212,4.49,3.456221198,4.47,2.995391705,4.5,3.686635945,0
806,PZG,2021/1/29,09:52:38,PZG2021/01/29,0,5,0,None,0,0,877666,86522,10.14384781,1.26,1.33,1.12,12.5,1105859.16,0,1.12,-11.11111111,1.2,-4.761904762,1.14,-9.523809524,1.17,-7.142857143,1.59,26.19047619,0
807,OPY,2021/1/29,10:22:27,OPY2021/01/29,1,5,0,None,1,1,73305,53895,1.360144726,34.9999,33.5476,32.22,8.627870888,2565667.67,0,34.67,-0.942574122,36.88,5.371729634,36.85,5.286015103,37.55,7.286020817,35.5,1.428861225,0
808,CTSO,2021/1/29,10:48:38,CTSO2021/01/29,0,5,0,None,0,0,209279,150950,1.386412719,9.78,9.82,9.14,7.002188184,2046748.62,0,10.49,7.259713701,10.73,9.713701431,11.24,14.92842536,11.42,16.76891616,11.17,14.21267894,0
809,GERN,2021/1/29,11:01:48,GERN2021/01/29,0,5,0,None,0,0,992443,735228,1.349843858,1.85,2.01,1.71,8.187134503,1836019.55,0,1.78,-3.783783784,1.9,2.702702703,2.055,11.08108108,1.97,6.486486486,1.89,2.162162162,0
810,SB,2021/1/29,11:03:13,SB2021/01/29,0,5,0,None,0,0,846863,295067,2.870070187,2.0108,2.04,1.57,28.07643312,1702872.12,0,1.74,-13.46727671,1.94,-3.520986672,2.01,-0.03978516,2.37,17.8635369,2.13,5.92798886,1
811,RIGL,2021/1/29,11:49:22,RIGL2021/01/29,0,5,0,None,0,0,3624134,1661620,2.181084725,3.7801,4.04,3.55,6.481690141,13699588.93,0,3.64,-3.706251157,3.78,-0.002645433,4.05,7.140022751,4.66,23.27716198,4.07,7.669109283,0
812,TSQ,2021/1/29,12:20:17,TSQ2021/01/29,0,5,0,None,0,0,65844,47520,1.385606061,10.75,9.5,9.25,16.21621622,707823,0,9.98,-7.162790698,9.99,-7.069767442,10.18,-5.302325581,10.5,-2.325581395,11.25,4.651162791,1
813,FEDU,2021/1/29,13:56:52,FEDU2021/01/29,0,5,0,None,0,0,1193030,536678,2.222990322,1.5099,1.5,1.43,5.587412587,1801355.997,0,1.44,-4.629445659,1.32,-12.57699185,1.43,-5.291741175,1.68,11.26564673,1.58,4.642691569,0
814,XELB,2021/1/29,15:40:28,XELB2021/01/29,,5,1,1,0,1,1485942,924010,1.608144933,2.2999,2.25,1.431,60.71977638,3417518.006,0,,,1.61,-29.99695639,1.56,-32.17096395,1.86,-19.12691856,,,1
815,SLV,2021/2/1,09:47:05,SLV2021/02/011,1,1,0,None,1,1,31822732,16484093,1.930511554,27.775,25.94,27.77,0.018005041,883876381.3,1,26.76,-3.654365437,24.54,-11.64716472,24.93,-10.2430243,25.39,-8.586858686,27.98,0.738073807,0
816,API,2021/2/1,09:47:15,API2021/02/010,0,1,0,None,1,0,939026,696754,1.347715262,78.32,60.94,72.08,8.657047725,73544516.32,1,73.6,-6.026557712,74.87,-4.405005107,84.88,8.375893769,98.72,26.04698672,81.48,4.034729316,0
817,ARQT,2021/2/1,09:47:33,ARQT2021/02/011,1,1,0,None,1,1,258966,124325,2.082976071,35.65,32.21,33,8.03030303,9232137.9,0,35.58,-0.196353436,36.1,1.26227209,34.26,-3.899018233,36.98,3.730715288,36.75,3.085553997,0
818,HL,2021/2/1,09:48:28,HL2021/02/011,1,1,0,None,1,1,9836960,4442316,2.214376465,7.95,7.0645,7.27,9.353507565,78203832,1,7.3,-8.176100629,5.92,-25.53459119,5.84,-26.5408805,6.48,-18.49056604,8.45,6.289308176,0
819,IFF,2021/2/1,09:48:34,IFF2021/02/010,0,1,0,None,0,0,2305494,1670761,1.379906522,119.06,127.13,123.06,-3.250446936,274492115.6,1,130.15,9.314631278,124.23,4.342348396,127.65,7.214849656,127.25,6.878884596,133.228,11.89988241,0
820,VIE,2021/2/1,09:49:52,VIE2021/02/011,1,1,0,None,1,1,1493966,177175,8.432149005,52.76,41.61,52.63,0.24700741,78821646.16,1,52.805,0.085291888,52.89,0.246398787,52.855,0.180060652,52.89,0.246398787,53.15,0.739196361,0
821,LODE,2021/2/1,09:50:18,LODE2021/02/010,0,1,0,None,1,0,4879634,735837,6.63140614,2.35,1.42,2.25,4.444444444,11467139.9,0,2.95,25.53191489,1.9,-19.14893617,1.82,-22.55319149,2.11,-10.21276596,4.17,77.44680851,0
822,AUMN,2021/2/1,09:50:29,AUMN2021/02/010,0,1,0,None,1,0,3558530,2053430,1.73296874,1.2192,0.885,1.1,10.83636364,4338559.776,0,1,-17.97900262,0.8985,-26.30413386,0.8707,-28.58431759,0.864,-29.13385827,1.3,6.627296588,0
823,BCOR,2021/2/1,10:11:15,BCOR2021/02/010,0,1,0,None,1,0,396344,298260,1.32885402,17.085,18,16.56,3.170289855,6771537.24,0,17.48,2.311969564,17.7,3.599648815,17.49,2.370500439,17.55,2.721685689,17.7,3.599648815,0
824,INO,2021/2/1,10:16:24,INO2021/02/010,0,1,0,None,1,1,8518744,5238826,1.62607882,15.79,14.85,13.7,15.25547445,134510967.8,1,16.96,7.409753008,15.09,-4.43318556,14.56,-7.789740342,13.87,-12.15959468,18.2,15.26282457,1
825,INO,2021/2/1,10:24:16,INO2021/02/011,1,1,0,None,1,1,7632923,5238826,1.456991127,15.4601,14.85,13.7,12.84744526,118005752.9,1,16.96,9.701748372,15.09,-2.393904309,14.56,-5.822083945,13.87,-10.28518574,18.2,17.72239507,0
826,DVAX,2021/2/1,10:45:52,DVAX2021/02/010,0,1,0,None,1,0,2259338,1503910,1.502309314,8.4329,6.75,7.37,14.421981,19052771.42,0,10.27,21.78491385,9.46,12.17967722,9.145,8.444307415,11.18,32.57598217,11.69,38.62372375,0
827,IMTE,2021/2/1,11:00:24,IMTE2021/02/011,1,1,0,None,1,1,1223715,922761,1.326145123,7.1899,6.9,6.83,5.269399707,8798388.479,0,5.96,-17.10594028,5.23,-27.25907175,5.45,-24.19922391,5.29,-26.4245678,8.9,23.78475361,0
828,IMTE,2021/2/1,11:13:07,IMTE2021/02/010,0,1,0,None,1,1,3359666,922761,3.640884259,8.2401,6.9,6.83,20.64568082,27683983.81,1,5.96,-27.67078069,5.23,-36.52989648,5.45,-33.86002597,5.29,-35.80174998,8.9,8.008397956,1
829,LEE,2021/2/1,11:24:30,LEE2021/02/010,0,1,0,None,1,0,690222,444744,1.551953483,1.97,1.5,1.419,38.83016209,1359737.34,0,1.45,-26.39593909,1.59,-19.2893401,1.61,-18.27411168,1.92,-2.538071066,2.1,6.598984772,1
830,SFST,2021/2/1,11:27:33,SFST2021/02/010,0,1,0,None,1,0,92737,41329,2.243872341,40.05,41.1,39.86,0.476668339,3714116.85,0,39.9,-0.374531835,40.56,1.27340824,40.48,1.073657928,41.9,4.619225968,40.865,2.034956305,0
831,TW,2021/2/1,11:33:33,TW2021/02/010,0,1,0,None,0,0,483360,260034,1.858833845,62.1875,68.8,61.08,1.813195809,30058950,1,64.5,3.718592965,65.86,5.905527638,64.82,4.233165829,66.28,6.580904523,64.54,3.782914573,0
832,F,2021/2/1,11:45:17,F2021/02/010,0,1,0,None,1,0,45708626,30238173,1.511619965,11.3,12.15,10.62,6.403013183,516507473.8,1,10.83,-4.159292035,10.86,-3.89380531,11.195,-0.92920354,11.56,2.300884956,11.44,1.238938053,0
833,SUM,2021/2/1,12:57:03,SUM2021/02/010,0,1,0,None,0,0,1491365,1097991,1.358267053,23.015,25.285,20.93,9.961777353,34323765.48,1,22.59,-1.846621768,22.18,-3.628068651,22.57,-1.933521616,24.4,6.017814469,23.48,2.020421464,0
834,CODA,2021/2/1,13:57:57,CODA2021/02/010,0,1,0,None,1,0,42280,30455,1.388277787,6.65,6.7624,6.36,4.559748428,281162,0,6.955,4.586466165,8.14,22.40601504,7.85,18.04511278,8.53,28.27067669,7.97,19.84962406,0
835,HALL,2021/2/1,14:28:39,HALL2021/02/010,0,1,0,None,1,0,143765,85616,1.679183797,4.04,3.92,3.63,11.29476584,580810.6,0,3.94,-2.475247525,3.85,-4.702970297,3.89,-3.712871287,4.02,-0.495049505,4.79,18.56435644,0
836,ADMS,2021/2/1,14:36:27,ADMS2021/02/010,0,1,0,None,1,0,812853,339265,2.395923541,8.2501,6.9,6.65,24.06165414,6706118.535,0,6.79,-17.6979673,5.71,-30.78871771,5.42,-34.30382662,6.14,-25.57665968,9.15,10.90774657,1
837,CNX,2021/2/1,14:42:10,CNX2021/02/010,0,1,0,None,1,0,2502385,1900796,1.316493195,13.09,14.09,13.11,-0.152555301,32756219.65,1,12.8,-2.215431627,13.01,-0.611153552,13.08,-0.076394194,13.02,-0.534759358,13.46,2.82658518,0
838,CRBP,2021/2/1,16:11:38,CRBP2021/02/010,0,1,1,1,1,0,6806439,5112478,1.331338541,2.4199,2.67,1.96,23.46428571,16470901.74,0,,,2.58,6.615975867,2.69,11.16161825,2.8,15.70726063,,,1
839,DRRX,2021/2/2,09:42:12,DRRX2021/02/021,1,2,0,None,1,1,1690818,1295466,1.305181302,2.625,2.47,2.74,-4.197080292,4438397.25,0,2.48,-5.523809524,2.835,8,2.42,-7.80952381,2.58,-1.714285714,2.85,8.571428571,0
840,BTN,2021/2/2,09:43:43,BTN2021/02/020,0,2,0,None,1,0,315795,205134,1.539457135,2.45,2.6,2.69,-8.921933086,773697.75,0,2.53,3.265306122,3.01,22.85714286,2.39,-2.448979592,2.62,6.93877551,2.77,13.06122449,0
841,SAVA,2021/2/2,09:51:45,SAVA2021/02/020,0,2,0,None,1,0,4500420,3382689,1.33042677,38.18,24.45,33.39,14.34561246,171826035.6,1,55.44,45.20691461,62.8499,64.61471975,63.43,66.13410162,57.56,50.75955998,74.5,95.12833944,0
842,CRUS,2021/2/2,10:15:37,CRUS2021/02/020,0,2,0,None,0,0,435195,302301,1.439608205,93.5952,103.25,91.41,2.39054808,40732163.06,1,89.91,-3.937381404,87.97,-6.010137272,87.11,-6.928987811,88.36,-5.593449237,94.32,0.774398687,0
843,AXR,2021/2/2,10:24:48,AXR2021/02/020,0,2,0,None,1,0,22601,16204,1.394779067,8.6,9.08,8.59,0.116414435,194368.6,0,8.37,-2.674418605,8.6105,0.122093023,9.02,4.88372093,8.9382,3.93255814,8.6431,0.501162791,0
844,MRC,2021/2/2,10:58:09,MRC2021/02/020,0,2,0,None,1,0,714420,448621,1.592480067,8.403,8.28,7.64,9.986910995,6003271.26,0,8.87,5.557538974,8.99,6.985600381,9.57,13.88789718,9.41,11.9838153,8.9798,6.864215161,0
845,CDXS,2021/2/2,11:22:47,CDXS2021/02/020,0,2,0,None,1,0,439335,296885,1.479815417,26.5,27.24,25.18,5.242255759,11642377.5,0,27.54,3.924528302,27.97,5.547169811,27.9,5.283018868,28.43,7.283018868,27.8,4.905660377,0
