return,entry_time,entry_price,exit_time,exit_price,price_max_ratio,vol_max_ratio,zero_vol_mins_count,if_curr_higher_one,if_curr_higher_open,if_curr_not_too_high,if_curr_not_too_high_90_days,ticker
-1.0,2022-12-01 11:25:00,201.24,2022-12-01 12:57:00,199.2276,99.38,70.8,0,1,1,1,1,VRTS
-1.0,2022-12-01 11:32:00,4.95,2022-12-01 11:33:00,4.9005,106.17,70.94,0,1,1,1,1,VLN
-1.0,2022-12-01 11:39:00,1.2191,2022-12-01 11:40:00,1.206909,118.36,77.46,0,1,1,0,1,APCX
-0.0982318271119822,2022-12-01 11:59:00,10.18,2022-12-01 15:59:00,10.18,100.69,131.17,0,1,1,1,1,BHAC
0.17878426698449096,2022-12-01 12:02:00,16.78,2022-12-01 15:59:00,16.83,95.07,71.68,0,1,1,1,1,WSBF
-1.0,2022-12-01 12:11:00,78.0,2022-12-01 13:26:00,77.22,95.16,106.0,0,1,1,1,1,KRYS
0.0,2022-12-01 12:18:00,9.96,2022-12-01 15:59:00,9.96,100.0,128.79,0,1,1,1,1,TCOA
0.2957486136783671,2022-12-01 12:20:00,13.525,2022-12-01 15:59:00,13.57,97.51,71.39,0,1,0,1,1,GNL
3.0,2022-12-01 12:32:00,30.005,2022-12-01 15:09:00,30.90515,97.66,110.12,0,1,1,1,1,TGLS
3.0,2022-12-01 13:14:00,4.96,2022-12-01 14:19:00,5.1088000000000005,99.2,74.07,0,1,1,1,1,TESS
3.0,2022-12-01 13:31:00,8.11,2022-12-01 13:54:00,8.353299999999999,95.94,134.17,0,1,1,1,1,ASUR
-1.0,2022-12-01 13:54:00,4.77,2022-12-01 13:55:00,4.7223,95.4,132.5,0,1,1,0,1,NEON
-1.0,2022-12-01 14:18:00,0.49,2022-12-01 14:20:00,0.4851,119.05,70.17,0,0,1,0,1,POAI
0.0519750519750601,2022-12-01 14:23:00,19.24,2022-12-01 15:59:00,19.27,98.72,83.31,0,1,0,1,1,FLIC
3.0,2022-12-01 14:25:00,13.33,2022-12-01 15:36:00,13.7299,100.23,70.23,0,1,1,1,1,TFPM
-1.0,2022-12-01 14:52:00,1.0799,2022-12-01 14:56:00,1.069101,95.58,72.82,0,1,1,1,1,OGI
0.0,2022-12-01 15:09:00,9.98,2022-12-01 15:59:00,9.98,100.1,70.29,0,1,1,1,1,MCAC
0.0,2022-12-01 15:38:00,17.4,2022-12-01 15:42:00,17.4,99.71,70.56,0,1,1,0,1,MDV
0.0,2022-12-02 09:31:00,1.465,2022-12-02 09:40:00,1.465,98.0,75.57,0,1,0,1,1,GLDG
3.0,2022-12-02 09:36:00,9.97,2022-12-02 09:41:00,10.269100000000002,100.0,74.56,0,1,1,1,1,TLYS
-0.17073170731707388,2022-12-02 09:40:00,41.0,2022-12-02 15:59:00,40.93,97.62,75.73,0,1,1,1,1,VPG
0.0,2022-12-02 09:42:00,472.0,2022-12-02 10:16:00,472.0,96.57,71.15,0,1,1,1,1,ULTA
3.0,2022-12-02 09:43:00,61.2,2022-12-02 10:01:00,63.036,97.45,72.4,0,1,1,1,1,SPB
-1.0,2022-12-02 09:46:00,2.95,2022-12-02 09:54:00,2.9205,97.37,80.61,0,1,1,1,1,IAUX
1.1525511525511534,2022-12-02 09:47:00,77.22,2022-12-02 15:59:00,78.16,97.27,86.46,0,1,0,1,1,PNW
